,etat,marque,prix_euro,couleur,taille_ecran_pouce,capacite_stockage_Go,megapixel,systeme_exploitation,resolution_ecran,reseau,date_de_sortie,memoire,connecteur,double_sim,port_carte_SD,pliable,poids_g
206,Très bon état,apple,476.0,or,5.8,256.0,12,iOS,1125x2436,4G,2018,4.0,Lightning,Non,Non,Non,177
207,Parfait état,apple,486.0,or,5.8,256.0,12,iOS,1125x2436,4G,2018,4.0,Lightning,Non,Non,Non,177
208,État correct,apple,411.0,or,6.5,64.0,12,iOS,1242x2688,4G,2018,4.0,Lightning,Non,Non,Non,208
209,Très bon état,apple,470.0,or,6.5,64.0,12,iOS,1242x2688,4G,2018,4.0,Lightning,Non,Non,Non,208
210,Parfait état,apple,535.0,or,6.5,64.0,12,iOS,1242x2688,4G,2018,4.0,Lightning,Non,Non,Non,208
211,État correct,samsung,129.0,noir,4.7,16.0,13,Android,720x1280,4G,2017,2.0,USB-C + Jack 3.5mm,Non,Oui,Non,138
212,Très bon état,samsung,108.99,noir,4.7,16.0,13,Android,720x1280,4G,2017,2.0,USB-C + Jack 3.5mm,Non,Oui,Non,138
213,Parfait état,samsung,150.0,noir,4.7,16.0,13,Android,720x1280,4G,2017,2.0,USB-C + Jack 3.5mm,Non,Oui,Non,138
214,État correct,apple,311.0,or,5.5,64.0,12,iOS,1080x1920,4G,2017,3.0,Lightning,Non,Non,Non,202
215,Très bon état,apple,343.0,or,5.5,64.0,12,iOS,1080x1920,4G,2017,3.0,Lightning,Non,Non,Non,202
216,Parfait état,apple,364.0,or,5.5,64.0,12,iOS,1080x1920,4G,2017,3.0,Lightning,Non,Non,Non,202
217,État correct,apple,750.0,blanc,6.1,64.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
218,Très bon état,apple,707.0,blanc,6.1,64.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
219,Parfait état,apple,789.0,blanc,6.1,64.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
220,État correct,samsung,185.0,noir,5.9,64.0,16,Android,1080x2340,4G,2019,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,140
221,Très bon état,samsung,178.0,noir,5.9,64.0,16,Android,1080x2340,4G,2019,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,140
222,Parfait état,samsung,185.0,noir,5.9,64.0,16,Android,1080x2340,4G,2019,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,140
223,État correct,apple,179.26,or rose,4.7,32.0,12,iOS,750x1334,4G,2016,2.0,Lightning,Non,Non,Non,138
224,Très bon état,apple,199.0,or rose,4.7,32.0,12,iOS,750x1334,4G,2016,2.0,Lightning,Non,Non,Non,138
225,État correct,apple,768.0,bleu,6.1,128.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
226,Très bon état,apple,761.0,bleu,6.1,128.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
227,Parfait état,apple,805.0,bleu,6.1,128.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
228,État correct,apple,426.0,bleu,6.1,128.0,12,iOS,828x1792,4G,2018,3.0,Lightning,Non,Non,Non,194
229,Très bon état,apple,427.0,bleu,6.1,128.0,12,iOS,828x1792,4G,2018,3.0,Lightning,Non,Non,Non,194
230,Parfait état,apple,426.0,bleu,6.1,128.0,12,iOS,828x1792,4G,2018,3.0,Lightning,Non,Non,Non,194
231,État correct,samsung,85.0,noir,5.2,16.0,13,Android,720x1280,4G,2017,3.0,micro USB + Jack 3.5mm,Non,Oui,Non,160
232,Très bon état,samsung,96.0,noir,5.2,16.0,13,Android,720x1280,4G,2017,3.0,micro USB + Jack 3.5mm,Non,Oui,Non,160
233,Parfait état,samsung,127.0,noir,5.2,16.0,13,Android,720x1280,4G,2017,3.0,micro USB + Jack 3.5mm,Non,Oui,Non,160
234,État correct,huawei,154.0,noir,5.8,64.0,16,Android,1080x2280,4G,2018,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,145
235,Parfait état,huawei,162.0,noir,5.8,64.0,16,Android,1080x2280,4G,2018,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,145
236,État correct,apple,146.0,gris sidéral,4.7,64.0,12,iOS,750x1334,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,143
237,Très bon état,apple,185.99,gris sidéral,4.7,64.0,12,iOS,750x1334,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,143
238,État correct,apple,760.0,noir,6.1,128.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
239,Très bon état,apple,761.0,noir,6.1,128.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
240,Parfait état,apple,850.0,noir,6.1,128.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
241,État correct,huawei,200.0,noir,6.1,128.0,24,Android,1080x2312,4G,2019,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,159
242,Très bon état,huawei,239.0,noir,6.1,128.0,24,Android,1080x2312,4G,2019,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,159
243,Parfait état,huawei,221.0,noir,6.1,128.0,24,Android,1080x2312,4G,2019,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,159
244,État correct,samsung,249.0,ultra violet,6.2,64.0,12,Android,1440x2960,4G,2018,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,189
245,Très bon état,samsung,283.0,ultra violet,6.2,64.0,12,Android,1440x2960,4G,2018,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,189
246,Parfait état,samsung,228.0,ultra violet,6.2,64.0,12,Android,1440x2960,4G,2018,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,189
247,État correct,apple,580.0,vert,6.1,128.0,12,iOS,828x1792,4G,2019,4.0,Lightning,Non,Non,Non,194
248,Très bon état,apple,639.0,vert,6.1,128.0,12,iOS,828x1792,4G,2019,4.0,Lightning,Non,Non,Non,194
249,État correct,apple,379.0,jaune,6.1,64.0,12,iOS,828x1792,4G,2018,3.0,Lightning,Non,Non,Non,194
250,Très bon état,apple,369.0,jaune,6.1,64.0,12,iOS,828x1792,4G,2018,3.0,Lightning,Non,Non,Non,194
251,Parfait état,apple,419.0,jaune,6.1,64.0,12,iOS,828x1792,4G,2018,3.0,Lightning,Non,Non,Non,194
252,État correct,samsung,289.0,bleu corail,6.2,64.0,12,Android,1440x2960,4G,2018,6.0,USB-C + Jack 3.5mm,Non,Oui,Non,189
253,Très bon état,samsung,267.0,bleu corail,6.2,64.0,12,Android,1440x2960,4G,2018,6.0,USB-C + Jack 3.5mm,Non,Oui,Non,189
254,Parfait état,samsung,228.0,bleu corail,6.2,64.0,12,Android,1440x2960,4G,2018,6.0,USB-C + Jack 3.5mm,Non,Oui,Non,189
255,État correct,apple,668.0,bleu,5.4,128.0,12,iOS,1080x2340,5G,2020,4.0,Lightning,Non,Non,Non,135
256,Très bon état,apple,645.0,bleu,5.4,128.0,12,iOS,1080x2340,5G,2020,4.0,Lightning,Non,Non,Non,135
257,Parfait état,apple,659.0,bleu,5.4,128.0,12,iOS,1080x2340,5G,2020,4.0,Lightning,Non,Non,Non,135
258,État correct,samsung,103.0,noir,5.0,16.0,13,Android,720x1280,4G,2017,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,172
259,Très bon état,samsung,122.0,noir,5.0,16.0,13,Android,720x1280,4G,2017,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,172
260,Parfait état,samsung,147.0,noir,5.0,16.0,13,Android,720x1280,4G,2017,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,172
261,État correct,apple,715.0,vert nuit,6.5,256.0,12,iOS,1242x2688,4G,2019,4.0,Lightning,Non,Non,Non,226
262,Très bon état,apple,790.0,vert nuit,6.5,256.0,12,iOS,1242x2688,4G,2019,4.0,Lightning,Non,Non,Non,226
263,Parfait état,apple,843.0,vert nuit,6.5,256.0,12,iOS,1242x2688,4G,2019,4.0,Lightning,Non,Non,Non,226
264,État correct,apple,214.0,noir,5.5,32.0,12,iOS,1080x1920,4G,2016,3.0,Lightning,Non,Non,Non,188
265,Très bon état,apple,269.0,noir,5.5,32.0,12,iOS,1080x1920,4G,2016,3.0,Lightning,Non,Non,Non,188
266,Parfait état,apple,220.0,noir,5.5,32.0,12,iOS,1080x1920,4G,2016,3.0,Lightning,Non,Non,Non,188
267,État correct,apple,502.0,gris sidéral,6.5,256.0,12,iOS,1242x2688,4G,2018,4.0,Lightning,Non,Non,Non,208
268,Très bon état,apple,561.0,gris sidéral,6.5,256.0,12,iOS,1242x2688,4G,2018,4.0,Lightning,Non,Non,Non,208
269,Parfait état,apple,585.0,gris sidéral,6.5,256.0,12,iOS,1242x2688,4G,2018,4.0,Lightning,Non,Non,Non,208
270,Parfait état,samsung,209.0,or,5.8,64.0,12,Android,1440x2960,4G,2018,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,163
271,État correct,apple,663.0,vert,6.1,64.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
272,Très bon état,apple,725.0,vert,6.1,64.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
273,Parfait état,apple,746.0,vert,6.1,64.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
274,État correct,apple,523.0,jaune,6.1,64.0,12,iOS,828x1792,4G,2019,4.0,Lightning,Non,Non,Non,194
275,Très bon état,apple,517.0,jaune,6.1,64.0,12,iOS,828x1792,4G,2019,4.0,Lightning,Non,Non,Non,194
276,Parfait état,apple,505.0,jaune,6.1,64.0,12,iOS,828x1792,4G,2019,4.0,Lightning,Non,Non,Non,194
277,État correct,apple,845.0,graphite,6.1,128.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
278,Très bon état,apple,895.0,graphite,6.1,128.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
279,Parfait état,apple,921.0,graphite,6.1,128.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
280,État correct,samsung,149.0,noir,5.6,32.0,16,Android,1080x2220,4G,2018,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,172
281,Très bon état,samsung,124.0,noir,5.6,32.0,16,Android,1080x2220,4G,2018,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,172
282,Parfait état,samsung,150.0,noir,5.6,32.0,16,Android,1080x2220,4G,2018,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,172
283,Parfait état,samsung,238.0,gris titane,6.2,64.0,12,Android,1440x2960,4G,2018,6.0,USB-C + Jack 3.5mm,Non,Oui,Non,189
284,État correct,apple,244.0,or,4.7,256.0,12,iOS,750x1334,4G,2017,2.0,Lightning,Non,Non,Non,148
285,Très bon état,apple,250.0,or,4.7,256.0,12,iOS,750x1334,4G,2017,2.0,Lightning,Non,Non,Non,148
286,Parfait état,apple,289.0,or,4.7,256.0,12,iOS,750x1334,4G,2017,2.0,Lightning,Non,Non,Non,148
287,État correct,apple,308.8,argent,5.5,64.0,12,iOS,1080x1920,4G,2017,3.0,Lightning,Non,Non,Non,202
288,Très bon état,apple,327.0,argent,5.5,64.0,12,iOS,1080x1920,4G,2017,3.0,Lightning,Non,Non,Non,202
289,État correct,apple,419.0,corail,6.1,128.0,12,iOS,828x1792,4G,2018,3.0,Lightning,Non,Non,Non,194
290,Parfait état,apple,415.0,corail,6.1,128.0,12,iOS,828x1792,4G,2018,3.0,Lightning,Non,Non,Non,194
291,État correct,apple,244.0,argent,4.7,256.0,12,iOS,750x1334,4G,2017,2.0,Lightning,Non,Non,Non,148
292,Très bon état,apple,280.0,argent,4.7,256.0,12,iOS,750x1334,4G,2017,2.0,Lightning,Non,Non,Non,148
293,Parfait état,apple,295.9,argent,4.7,256.0,12,iOS,750x1334,4G,2017,2.0,Lightning,Non,Non,Non,148
294,État correct,samsung,296.8,noir,6.1,128.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Oui,Non,157
295,Très bon état,samsung,316.0,noir,6.1,128.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Oui,Non,157
296,Parfait état,samsung,355.0,noir,6.1,128.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Oui,Non,157
297,État correct,apple,638.0,noir,5.4,128.0,12,iOS,1080x2340,5G,2020,4.0,Lightning,Non,Non,Non,135
298,Très bon état,apple,679.0,noir,5.4,128.0,12,iOS,1080x2340,5G,2020,4.0,Lightning,Non,Non,Non,135
299,Parfait état,apple,652.0,noir,5.4,128.0,12,iOS,1080x2340,5G,2020,4.0,Lightning,Non,Non,Non,135
300,État correct,apple,205.0,or,4.7,128.0,12,iOS,750x1334,4G,2016,2.0,Lightning,Non,Non,Non,138
301,Très bon état,apple,208.0,or,4.7,128.0,12,iOS,750x1334,4G,2016,2.0,Lightning,Non,Non,Non,138
302,Parfait état,apple,230.0,or,4.7,128.0,12,iOS,750x1334,4G,2016,2.0,Lightning,Non,Non,Non,138
303,État correct,samsung,306.0,vert,6.1,128.0,16,Android,1440x3040,4G,2010,8.0,USB-C + Jack 3.5mm,Non,Oui,Non,158
304,Très bon état,samsung,308.0,vert,6.1,128.0,16,Android,1440x3040,4G,2010,8.0,USB-C + Jack 3.5mm,Non,Oui,Non,158
305,Parfait état,samsung,316.0,vert,6.1,128.0,16,Android,1440x3040,4G,2010,8.0,USB-C + Jack 3.5mm,Non,Oui,Non,158
306,État correct,apple,275.0,rouge,4.7,256.0,12,iOS,750x1334,4G,2017,2.0,Lightning,Non,Non,Non,148
307,Très bon état,apple,286.0,rouge,4.7,256.0,12,iOS,750x1334,4G,2017,2.0,Lightning,Non,Non,Non,148
308,Parfait état,apple,299.0,rouge,4.7,256.0,12,iOS,750x1334,4G,2017,2.0,Lightning,Non,Non,Non,148
309,État correct,apple,198.0,argent,4.7,128.0,12,iOS,750x1334,4G,2016,2.0,Lightning,Non,Non,Non,138
310,Très bon état,apple,184.0,argent,4.7,128.0,12,iOS,750x1334,4G,2016,2.0,Lightning,Non,Non,Non,138
311,État correct,apple,619.0,or,5.8,64.0,12,iOS,1125x2436,4G,2019,4.0,Lightning,Non,Non,Non,188
312,Très bon état,apple,607.0,or,5.8,64.0,12,iOS,1125x2436,4G,2019,4.0,Lightning,Non,Non,Non,188
313,Parfait état,apple,655.0,or,5.8,64.0,12,iOS,1125x2436,4G,2019,4.0,Lightning,Non,Non,Non,188
314,État correct,apple,677.0,or,6.5,64.0,12,iOS,1242x2688,4G,2019,4.0,Lightning,Non,Non,Non,226
315,Très bon état,apple,681.0,or,6.5,64.0,12,iOS,1242x2688,4G,2019,4.0,Lightning,Non,Non,Non,226
316,Parfait état,apple,700.0,or,6.5,64.0,12,iOS,1242x2688,4G,2019,4.0,Lightning,Non,Non,Non,226
317,État correct,apple,893.0,bleu pacifique,6.1,256.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
318,Très bon état,apple,944.0,bleu pacifique,6.1,256.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
319,Parfait état,apple,973.0,bleu pacifique,6.1,256.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
320,État correct,samsung,95.0,noir,5.2,16.0,13,Android,1080x1920,4G,2015,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,155
321,Très bon état,samsung,99.0,noir,5.2,16.0,13,Android,1080x1920,4G,2015,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,155
322,Parfait état,samsung,127.0,noir,5.2,16.0,13,Android,1080x1920,4G,2015,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,155
323,État correct,apple,115.0,gris sidéral,4.0,16.0,12,iOS,640x1136,4G,2016,2.0,Lightning + Jack 3.5mm,Non,Non,Non,113
324,Parfait état,apple,159.0,gris sidéral,4.0,16.0,12,iOS,640x1136,4G,2016,2.0,Lightning + Jack 3.5mm,Non,Non,Non,113
325,État correct,samsung,206.0,noir,5.8,64.0,12,Android,1440x2960,4G,2017,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,155
326,Parfait état,samsung,204.0,noir,5.8,64.0,12,Android,1440x2960,4G,2017,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,155
327,État correct,apple,469.0,argent,6.5,64.0,12,iOS,1242x2688,4G,2018,4.0,Lightning,Non,Non,Non,208
328,Très bon état,apple,519.0,argent,6.5,64.0,12,iOS,1242x2688,4G,2018,4.0,Lightning,Non,Non,Non,208
329,Parfait état,apple,536.0,argent,6.5,64.0,12,iOS,1242x2688,4G,2018,4.0,Lightning,Non,Non,Non,208
330,État correct,apple,189.0,or,4.7,32.0,12,iOS,750x1334,4G,2016,2.0,Lightning,Non,Non,Non,138
331,Parfait état,apple,196.0,or,4.7,32.0,12,iOS,750x1334,4G,2016,2.0,Lightning,Non,Non,Non,138
332,État correct,samsung,169.0,noir,6.5,64.0,48,Android,720x1600,4G,2020,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,205
333,Très bon état,samsung,170.0,noir,6.5,64.0,48,Android,720x1600,4G,2020,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,205
334,Parfait état,samsung,181.0,noir,6.5,64.0,48,Android,720x1600,4G,2020,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,205
335,État correct,apple,139.0,gris sidéral,4.0,64.0,12,iOS,640x1136,4G,2016,2.0,Lightning + Jack 3.5mm,Non,Non,Non,113
336,Très bon état,apple,189.0,gris sidéral,4.0,64.0,12,iOS,640x1136,4G,2016,2.0,Lightning + Jack 3.5mm,Non,Non,Non,113
337,Parfait état,apple,189.0,gris sidéral,4.0,64.0,12,iOS,640x1136,4G,2016,2.0,Lightning + Jack 3.5mm,Non,Non,Non,113
338,État correct,apple,647.0,or,5.8,256.0,12,iOS,1125x2436,4G,2019,4.0,Lightning,Non,Non,Non,188
339,Très bon état,apple,686.0,or,5.8,256.0,12,iOS,1125x2436,4G,2019,4.0,Lightning,Non,Non,Non,188
340,Parfait état,apple,707.0,or,5.8,256.0,12,iOS,1125x2436,4G,2019,4.0,Lightning,Non,Non,Non,188
341,État correct,apple,221.0,or rose,4.7,128.0,12,iOS,750x1334,4G,2016,2.0,Lightning,Non,Non,Non,138
342,État correct,samsung,229.0,argent,5.8,64.0,12,Android,1440x2960,4G,2017,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,155
343,Très bon état,samsung,220.73,argent,5.8,64.0,12,Android,1440x2960,4G,2017,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,155
344,Parfait état,samsung,199.0,argent,5.8,64.0,12,Android,1440x2960,4G,2017,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,155
345,État correct,huawei,215.0,bleu,5.8,64.0,16,Android,1080x2280,4G,2018,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,145
346,Parfait état,apple,799.24,mauve,6.1,64.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
347,État correct,apple,245.0,noir,5.5,128.0,12,iOS,1080x1920,4G,2016,3.0,Lightning,Non,Non,Non,188
348,Très bon état,apple,300.0,noir,5.5,128.0,12,iOS,1080x1920,4G,2016,3.0,Lightning,Non,Non,Non,188
349,État correct,samsung,198.32,gris orchidée,5.8,64.0,12,Android,1440x2960,4G,2017,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,155
350,Très bon état,samsung,255.0,gris orchidée,5.8,64.0,12,Android,1440x2960,4G,2017,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,155
351,Parfait état,samsung,231.0,gris orchidée,5.8,64.0,12,Android,1440x2960,4G,2017,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,155
352,État correct,apple,109.0,gris sidéral,4.7,16.0,12,iOS,750x1334,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,143
353,Parfait état,samsung,207.0,bleu,6.5,128.0,48,Android,720x1600,4G,2020,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,200
354,État correct,apple,894.0,graphite,6.1,256.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
355,Très bon état,apple,963.0,graphite,6.1,256.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
356,Parfait état,apple,993.0,graphite,6.1,256.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
357,État correct,samsung,149.0,noir,5.1,32.0,16,Android,1440x2560,4G,2015,3.0,micro USB + Jack 3.5mm,Non,Non,Non,138
358,Très bon état,samsung,152.0,noir,5.1,32.0,16,Android,1440x2560,4G,2015,3.0,micro USB + Jack 3.5mm,Non,Non,Non,138
359,Parfait état,samsung,187.0,noir,5.1,32.0,16,Android,1440x2560,4G,2015,3.0,micro USB + Jack 3.5mm,Non,Non,Non,138
360,État correct,apple,344.0,rouge,5.5,64.0,12,iOS,1080x1920,4G,2017,3.0,Lightning,Non,Non,Non,202
361,Parfait état,apple,377.0,rouge,5.5,64.0,12,iOS,1080x1920,4G,2017,3.0,Lightning,Non,Non,Non,202
362,État correct,apple,145.0,gris sidéral,4.7,128.0,12,iOS,750x1334,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,143
363,Très bon état,apple,193.0,gris sidéral,4.7,128.0,12,iOS,750x1334,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,143
364,État correct,huawei,264.0,bleu aurore,6.1,128.0,40,Android,1080x2340,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,165
365,Très bon état,huawei,284.0,bleu aurore,6.1,128.0,40,Android,1080x2340,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,165
366,Parfait état,huawei,325.0,bleu aurore,6.1,128.0,40,Android,1080x2340,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,165
367,Parfait état,apple,169.0,argent,4.0,32.0,12,iOS,640x1136,4G,2016,2.0,Lightning + Jack 3.5mm,Non,Non,Non,113
368,État correct,samsung,89.99,blanc,4.7,16.0,13,Android,720x1280,4G,2016,15.0,micro USB + Jack 3.5mm,Non,Oui,Non,132
369,État correct,samsung,344.0,vert,6.4,128.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Non,Oui,Non,175
370,Parfait état,samsung,339.0,vert,6.4,128.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Non,Oui,Non,175
371,État correct,samsung,489.0,gris,6.2,128.0,64,Android,1440x3200,4G,2020,8.0,USB-C,Oui,Oui,Non,163
372,Très bon état,samsung,509.0,gris,6.2,128.0,64,Android,1440x3200,4G,2020,8.0,USB-C,Oui,Oui,Non,163
373,Parfait état,samsung,602.04,gris,6.2,128.0,64,Android,1440x3200,4G,2020,8.0,USB-C,Oui,Oui,Non,163
374,État correct,samsung,140.0,noir,5.8,32.0,13,Android,720x1560,4G,2019,3.0,USB-C + Jack 3.5mm,Oui,Oui,Non,141
375,État correct,apple,672.0,argent,6.5,64.0,12,iOS,1242x2688,4G,2019,4.0,Lightning,Non,Non,Non,226
376,Très bon état,apple,678.0,argent,6.5,64.0,12,iOS,1242x2688,4G,2019,4.0,Lightning,Non,Non,Non,226
377,Parfait état,apple,779.0,argent,6.5,64.0,12,iOS,1242x2688,4G,2019,4.0,Lightning,Non,Non,Non,226
378,État correct,apple,190.0,noir de jais,4.7,128.0,12,iOS,750x1334,4G,2016,2.0,Lightning,Non,Non,Non,138
379,Très bon état,apple,230.0,noir de jais,4.7,128.0,12,iOS,750x1334,4G,2016,2.0,Lightning,Non,Non,Non,138
380,État correct,apple,581.0,blanc,5.4,64.0,12,iOS,1080x2340,5G,2020,4.0,Lightning,Non,Non,Non,135
381,Très bon état,apple,610.0,blanc,5.4,64.0,12,iOS,1080x2340,5G,2020,4.0,Lightning,Non,Non,Non,135
382,Parfait état,apple,619.0,blanc,5.4,64.0,12,iOS,1080x2340,5G,2020,4.0,Lightning,Non,Non,Non,135
383,État correct,apple,487.0,or,6.5,256.0,12,iOS,1242x2688,4G,2018,4.0,Lightning,Non,Non,Non,208
384,Très bon état,apple,561.0,or,6.5,256.0,12,iOS,1242x2688,4G,2018,4.0,Lightning,Non,Non,Non,208
385,Parfait état,apple,580.0,or,6.5,256.0,12,iOS,1242x2688,4G,2018,4.0,Lightning,Non,Non,Non,208
386,État correct,apple,216.0,rouge,4.7,128.0,12,iOS,750x1334,4G,2016,2.0,Lightning,Non,Non,Non,138
387,Très bon état,apple,220.0,rouge,4.7,128.0,12,iOS,750x1334,4G,2016,2.0,Lightning,Non,Non,Non,138
388,État correct,samsung,248.0,gris orchidée,6.2,64.0,12,Android,1440x2960,4G,2017,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,173
389,Très bon état,samsung,219.0,gris orchidée,6.2,64.0,12,Android,1440x2960,4G,2017,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,173
390,Parfait état,samsung,225.0,gris orchidée,6.2,64.0,12,Android,1440x2960,4G,2017,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,173
391,État correct,apple,580.0,rouge,5.4,64.0,12,iOS,1080x2340,5G,2020,4.0,Lightning,Non,Non,Non,135
392,Très bon état,apple,618.0,rouge,5.4,64.0,12,iOS,1080x2340,5G,2020,4.0,Lightning,Non,Non,Non,135
393,Parfait état,apple,607.0,rouge,5.4,64.0,12,iOS,1080x2340,5G,2020,4.0,Lightning,Non,Non,Non,135
394,État correct,apple,640.0,argent,5.8,256.0,12,iOS,1125x2436,4G,2019,4.0,Lightning,Non,Non,Non,188
395,Très bon état,apple,714.9,argent,5.8,256.0,12,iOS,1125x2436,4G,2019,4.0,Lightning,Non,Non,Non,188
396,Parfait état,apple,726.0,argent,5.8,256.0,12,iOS,1125x2436,4G,2019,4.0,Lightning,Non,Non,Non,188
397,État correct,samsung,166.0,noir,5.8,32.0,13,Android,720x1560,4G,2019,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,141
398,Parfait état,samsung,138.99,noir,5.8,32.0,13,Android,720x1560,4G,2019,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,141
399,État correct,samsung,275.0,noir,5.8,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,150
400,Très bon état,samsung,285.0,noir,5.8,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,150
401,Parfait état,samsung,295.0,noir,5.8,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,150
402,État correct,samsung,330.0,bleu,5.0,128.0,12/16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Non,Oui,Non,150
403,État correct,apple,150.0,argent,4.7,32.0,12,iOS,750x1334,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,143
404,Très bon état,apple,160.0,argent,4.7,32.0,12,iOS,750x1334,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,143
405,État correct,apple,770.0,rouge,6.1,128.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
406,Très bon état,apple,740.0,rouge,6.1,128.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
407,Parfait état,apple,814.0,rouge,6.1,128.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
408,État correct,samsung,199.0,or (sunrise gold),5.1,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,152
